relative_path,bytes,vertices,faces,watertight,body_count,extent_x_mm,extent_y_mm,extent_z_mm,load_error
DRUCKDATEIEN_SORTIERT/13_V14_ELEGANTER_RINGSTAND_M3_V2/04_NUR_VORSCHAU_NICHT_DRUCKEN/02_RING_AUFGEKLAPPT.stl,263684,2622,5272,True,2,65.269098,60.0,61.015728,
DRUCKDATEIEN_SORTIERT/13_V14_ELEGANTER_RINGSTAND_M3_V2/04_NUR_VORSCHAU_NICHT_DRUCKEN/03_RING_AN_V14_HANDYHAELFTE.stl,1261784,12447,25234,False,3,87.17458,155.199997,78.564568,
DRUCKDATEIEN_SORTIERT/13_V14_ELEGANTER_RINGSTAND_M3_V2/04_NUR_VORSCHAU_NICHT_DRUCKEN/04_CYBERDECK_MIT_RINGSTAND_AUF_TISCH.stl,1401784,13725,28034,False,4,158.956291,155.199997,90.15271,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/ALTE_VORSCHAUEN/cyberdeck-v1-assembly-preview-open-hex-no-stop-180deg.stl,1098884,10850,21976,True,2,164.900002,160.0,18.700001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/ALTE_VORSCHAUEN/cyberdeck-v1-assembly-preview-open-hex.stl,1102284,10883,22044,False,3,126.304855,160.0,89.52021,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/ALTE_VORSCHAUEN/cyberdeck-v1-assembly-preview.stl,1080684,10792,21612,True,2,127.203911,160.0,89.52021,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/ALTE_VORSCHAUEN/cyberdeck-v2-reference-assembly-180deg.stl,1172584,11463,23450,True,2,167.75,160.0,18.700001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/ALTE_VORSCHAUEN/cyberdeck-v2-reference-assembly-closed.stl,1172584,11463,23450,True,2,88.75,160.0,27.6,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/ALTE_VORSCHAUEN/cyberdeck-v2-reference-assembly-open.stl,1172584,11462,23450,False,3,126.304855,160.0,93.926048,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_180_GRAD_NICHT_DRUCKEN.stl,1142384,11169,22846,True,2,167.199997,160.0,20.200001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_ARBEITSSTELLUNG_NICHT_DRUCKEN.stl,1142384,11168,22846,False,3,126.304855,160.0,93.45356,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_GESCHLOSSEN_NICHT_DRUCKEN.stl,1142384,11169,22846,True,2,89.700001,160.0,27.6,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_HANDYHAELFTE_PIXEL_6A_M5_WABEN.stl,981084,9678,19620,True,1,89.700001,155.199997,19.4,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_K06_PASSLEHRE.stl,18184,183,362,True,1,64.0,24.0,12.6,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_M5_SCHARNIER_TEST.stl,32484,324,648,True,2,48.0,21.6,14.0,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_TASTATURHAELFTE_K06_M5.stl,161384,1491,3226,True,1,89.5,160.0,20.200001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V3_VERSCHLUSS_TEST.stl,6284,66,124,True,2,21.25,14.0,15.4,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V5_NICHT_DRUCKEN/01_M5_SCHARNIER_TEST_V5.stl,32484,324,648,True,2,48.0,21.6,12.3,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V5_NICHT_DRUCKEN/01_TASTATURHAELFTE_K06_59P6MM_M5_V5.stl,168484,1562,3368,True,1,89.088039,167.763016,18.71398,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V5_NICHT_DRUCKEN/02_HANDYHAELFTE_PIXEL6A_M5_V5.stl,992484,9790,19848,True,1,91.274582,155.199997,17.799999,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V5_NICHT_DRUCKEN/02_VERSCHLUSS_TEST_V5.stl,6284,66,124,True,2,21.25,14.0,15.4,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/V5_NICHT_DRUCKEN/03_K06_PASSLEHRE_59P6MM_V5.stl,17784,179,354,True,1,64.0,24.0,12.6,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-hex-clip-test.stl,63584,637,1270,True,4,48.0,42.5,4.775,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-keyboard-k06-no-stop.stl,111884,1112,2236,True,1,88.0,160.0,18.700001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-keyboard-k06.stl,114884,1142,2296,True,1,92.0,160.0,18.700001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-phone-pixel6a-hex-no-edge.stl,946884,9460,18936,True,1,85.900002,155.199997,17.9,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-phone-pixel6a-hex.stl,965884,9650,19316,True,1,88.0,160.0,17.9,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-phone-pixel6a-open-hex-no-edge-no-stop.stl,987084,9738,19740,True,1,85.900002,155.199997,17.9,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-phone-pixel6a-open-hex-no-edge.stl,987484,9742,19748,True,1,85.900002,155.199997,17.9,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v1-phone-pixel6a-open-hex.stl,1006484,9932,20128,True,1,88.0,160.0,17.9,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v2-reference-keyboard-k06.stl,172384,1601,3446,True,1,88.0,160.0,18.700001,
DRUCKDATEIEN_SORTIERT/99_ARCHIV_ALTE_VERSIONEN_NICHT_DRUCKEN/cyberdeck-v2-reference-phone-pixel6a-open-hex.stl,1000284,9862,20004,True,1,88.75,155.199997,17.9,
REFERENZEN_UND_ORIGINALE/Customizable_Sliding_Lid_Box_REFERENCE.stl,286884,2872,5736,True,2,166.800003,159.800003,20.0,
REFERENZEN_UND_ORIGINALE/Pixel6a-phone-case.stl,822084,8220,16440,True,1,75.800003,155.199997,11.4,
REFERENZEN_UND_ORIGINALE/cyberdeck-case-for-oneplus-10-pro-model_files/breadboardconnection.stl,26384,265,526,True,1,45.0,31.999998,3.995689,
REFERENZEN_UND_ORIGINALE/cyberdeck-case-for-oneplus-10-pro-model_files/keyboardcase.stl,81784,814,1634,False,1,87.088131,167.763016,18.713979,
REFERENZEN_UND_ORIGINALE/cyberdeck-case-for-oneplus-10-pro-model_files/phonecase.stl,396184,3581,7922,False,15,89.290909,168.024452,18.387672,
design/output/cyberdeck-v1-assembly-preview-open-hex-no-stop-180deg.stl,1113884,11000,22276,True,2,164.900002,160.0,18.700001,
design/output/cyberdeck-v1-assembly-preview-open-hex.stl,1117284,11034,22344,True,2,126.304855,160.0,89.52021,
design/output/cyberdeck-v1-assembly-preview.stl,1078684,10772,21572,True,2,127.203911,160.0,89.52021,
design/output/cyberdeck-v1-hex-clip-test.stl,63584,637,1270,True,4,48.0,42.5,4.775,
design/output/cyberdeck-v1-keyboard-k06-no-stop.stl,111884,1112,2236,True,1,88.0,160.0,18.700001,
design/output/cyberdeck-v1-keyboard-k06.stl,114884,1142,2296,True,1,92.0,160.0,18.700001,
design/output/cyberdeck-v1-open-hex-clip-test.stl,67984,681,1358,True,4,48.0,42.5,4.75,
design/output/cyberdeck-v1-phone-pixel6a-hex-no-edge.stl,961884,9610,19236,True,1,85.900002,155.199997,17.9,
design/output/cyberdeck-v1-phone-pixel6a-hex.stl,963884,9630,19276,True,1,88.0,160.0,17.9,
design/output/cyberdeck-v1-phone-pixel6a-open-hex-no-edge-no-stop.stl,1002084,9888,20040,True,1,85.900002,155.199997,17.9,
design/output/cyberdeck-v1-phone-pixel6a-open-hex-no-edge.stl,1002484,9892,20048,True,1,85.900002,155.199997,17.9,
design/output/cyberdeck-v1-phone-pixel6a-open-hex.stl,1004484,9912,20088,True,1,88.0,160.0,17.9,
design/output/cyberdeck-v10-clean-matched-k06-59p6mm-keyboard-m5.stl,140884,1286,2816,True,1,87.188042,155.199997,18.71398,
design/output/cyberdeck-v10-k06-59p6mm-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v10-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v10-matched-assembly-180deg.stl,1138184,11127,22762,True,2,165.889999,155.199997,17.54884,
design/output/cyberdeck-v10-matched-assembly-closed.stl,1138184,11127,22762,True,2,87.17458,155.199997,26.799999,
design/output/cyberdeck-v10-matched-assembly-open.stl,1138184,11127,22762,True,2,126.328629,155.199997,90.15271,
design/output/cyberdeck-v10-pixel6a-m5-open-hex.stl,988784,9755,19774,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v10-removable-end-clip-print-twice.stl,1484,16,28,True,1,8.4,6.149994,31.0,
design/output/cyberdeck-v11-matched-rounded-hinge-k06-59p6mm-keyboard-m5.stl,141284,1290,2824,True,1,87.17458,155.199997,18.56518,
design/output/cyberdeck-v11-pixel6a-m5-open-hex.stl,988784,9755,19774,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v12-flush-rounded-hinge-k06-59p6mm-keyboard-m5.stl,140084,1278,2800,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v12-pixel6a-m5-open-hex.stl,988784,9755,19774,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v13-clean-phone-hinge-pixel6a-m5-open-hex.stl,983184,9699,19662,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v13-k06-59p6mm-keyboard-m5.stl,140084,1278,2800,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v14-k06-59p6mm-keyboard-m5.stl,140084,1278,2800,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v14-phone-no-inner-ledge-pixel6a-m5-open-hex.stl,998184,9849,19962,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v2-multi-adapter-cradle.stl,28684,278,572,True,1,62.849998,55.759998,17.379999,
design/output/cyberdeck-v2-multi-adapter-fit-preview.stl,40484,398,808,True,2,62.849998,55.759998,17.379999,
design/output/cyberdeck-v2-multi-adapter-mount-pins.stl,78084,744,1560,True,6,39.220001,25.646339,5.3,
design/output/cyberdeck-v2-phone-with-multi-adapter-preview.stl,1038584,10223,20770,False,3,87.17458,155.199997,34.928839,
design/output/cyberdeck-v2-reference-assembly-180deg.stl,1172584,11463,23450,True,2,167.75,160.0,18.700001,
design/output/cyberdeck-v2-reference-assembly-closed.stl,1172584,11463,23450,True,2,88.75,160.0,27.6,
design/output/cyberdeck-v2-reference-assembly-open.stl,1172584,11462,23450,False,3,126.304855,160.0,93.926048,
design/output/cyberdeck-v2-reference-keyboard-k06.stl,172384,1601,3446,True,1,88.0,160.0,18.700001,
design/output/cyberdeck-v2-reference-phone-pixel6a-open-hex.stl,1000284,9862,20004,True,1,88.75,155.199997,17.9,
design/output/cyberdeck-v3-k06-fit-gauge.stl,18184,183,362,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v3-latch-test.stl,6284,66,124,True,2,21.25,14.0,15.4,
design/output/cyberdeck-v3-m5-hinge-test.stl,32484,324,648,True,2,48.0,21.6,14.0,
design/output/cyberdeck-v3-preflight-assembly-180deg.stl,1142984,11175,22858,True,2,167.199997,160.0,20.200001,
design/output/cyberdeck-v3-preflight-assembly-closed.stl,1142984,11175,22858,True,2,89.700001,160.0,27.6,
design/output/cyberdeck-v3-preflight-assembly-open.stl,1142984,11174,22858,False,3,126.304855,160.0,93.45356,
design/output/cyberdeck-v3-preflight-keyboard-k06-m5.stl,161984,1497,3238,True,1,89.5,160.0,20.200001,
design/output/cyberdeck-v3-preflight-phone-pixel6a-m5-open-hex.stl,981084,9678,19620,True,1,89.700001,155.199997,19.4,
design/output/cyberdeck-v4-k06-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v4-latch-test.stl,6284,66,124,True,2,21.25,14.0,15.4,
design/output/cyberdeck-v4-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v4-reference-master-assembly-180deg.stl,1160884,11352,23216,True,2,171.889999,167.763016,18.816339,
design/output/cyberdeck-v4-reference-master-assembly-closed.stl,1160884,11352,23216,True,2,91.28804,167.763016,27.816339,
design/output/cyberdeck-v4-reference-master-assembly-open.stl,1160884,11351,23216,False,3,128.902916,167.763016,96.771332,
design/output/cyberdeck-v4-reference-master-keyboard-k06-m5.stl,168484,1562,3368,True,1,89.088039,167.763016,18.71398,
design/output/cyberdeck-v4-reference-master-phone-pixel6a-m5-open-hex.stl,992484,9790,19848,True,1,91.274582,155.199997,17.799999,
design/output/cyberdeck-v5-k06-59p6mm-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v5-k06-59p6mm-keyboard-m5.stl,168484,1562,3368,True,1,89.088039,167.763016,18.71398,
design/output/cyberdeck-v5-latch-test.stl,6284,66,124,True,2,21.25,14.0,15.4,
design/output/cyberdeck-v5-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v5-matched-assembly-180deg.stl,1160884,11352,23216,True,2,171.889999,167.763016,18.816339,
design/output/cyberdeck-v5-matched-assembly-closed.stl,1160884,11352,23216,True,2,91.28804,167.763016,27.816339,
design/output/cyberdeck-v5-matched-assembly-open.stl,1160884,11351,23216,False,3,128.902916,167.763016,96.771332,
design/output/cyberdeck-v5-matched-phone-pixel6a-m5-open-hex.stl,992484,9790,19848,True,1,91.274582,155.199997,17.799999,
design/output/cyberdeck-v6-k06-59p6mm-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v6-k06-59p6mm-keyboard-m5.stl,168484,1562,3368,True,1,89.088039,167.763016,18.71398,
design/output/cyberdeck-v6-latch-test.stl,6284,66,124,True,2,21.25,14.0,15.4,
design/output/cyberdeck-v6-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v6-matched-assembly-180deg.stl,1178384,11523,23566,True,2,171.889999,167.763016,18.816339,
design/output/cyberdeck-v6-matched-assembly-closed.stl,1178384,11523,23566,True,2,91.28804,167.763016,27.816339,
design/output/cyberdeck-v6-matched-assembly-open.stl,1178384,11523,23566,True,2,129.052757,167.763016,96.771332,
design/output/cyberdeck-v6-matched-phone-pixel6a-m5-open-hex.stl,1009984,9961,20198,True,1,91.274582,167.763,17.799999,
design/output/cyberdeck-v7-k06-59p6mm-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v7-latch-test.stl,6284,66,124,True,2,21.25,14.0,15.4,
design/output/cyberdeck-v7-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v7-pixel6a-m5-open-hex.stl,994784,9813,19894,True,1,85.974579,155.199997,17.799999,
design/output/cyberdeck-v7-slim-assembly-180deg.stl,1139084,11134,22780,True,2,156.189999,157.279999,18.816339,
design/output/cyberdeck-v7-slim-assembly-closed.stl,1139084,11134,22780,True,2,85.988041,157.279999,27.816339,
design/output/cyberdeck-v7-slim-assembly-open.stl,1139084,11133,22780,False,3,116.892109,157.279999,90.770897,
design/output/cyberdeck-v7-slim-k06-59p6mm-keyboard-m5.stl,144384,1321,2886,True,1,78.688038,157.279999,18.71398,
design/output/cyberdeck-v8-k06-59p6mm-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v8-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v8-pixel6a-m5-open-hex.stl,988784,9755,19774,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v8-removable-end-clip-print-twice.stl,1484,16,28,True,1,8.4,6.149994,31.0,
design/output/cyberdeck-v8-slim-assembly-180deg.stl,1130984,11055,22618,True,2,159.890003,157.279999,18.71398,
design/output/cyberdeck-v8-slim-assembly-closed.stl,1130984,11055,22618,True,2,87.188042,157.279999,27.816339,
design/output/cyberdeck-v8-slim-assembly-open.stl,1130984,11054,22618,False,3,120.328625,157.279999,91.169044,
design/output/cyberdeck-v8-slim-k06-59p6mm-keyboard-m5.stl,142284,1300,2844,True,1,81.188038,157.279999,18.71398,
design/output/cyberdeck-v9-k06-59p6mm-fit-gauge.stl,17784,179,354,True,1,64.0,24.0,12.6,
design/output/cyberdeck-v9-m5-hinge-clearance-test.stl,32484,324,648,True,2,48.0,21.6,12.3,
design/output/cyberdeck-v9-matched-assembly-180deg.stl,1131184,11057,22622,True,2,165.889999,155.199997,18.71398,
design/output/cyberdeck-v9-matched-assembly-closed.stl,1131184,11057,22622,True,2,87.188042,155.199997,27.816339,
design/output/cyberdeck-v9-matched-assembly-open.stl,1131184,11056,22622,False,3,126.328629,155.199997,91.169044,
design/output/cyberdeck-v9-matched-k06-59p6mm-keyboard-m5.stl,142484,1302,2848,True,1,87.188042,155.199997,18.71398,
design/output/cyberdeck-v9-pixel6a-m5-open-hex.stl,988784,9755,19774,True,1,87.17458,155.199997,17.54884,
design/output/cyberdeck-v9-removable-end-clip-print-twice.stl,1484,16,28,True,1,8.4,6.149994,31.0,
design/output/elegant_ringstand_module_v2/01_V14_HEX_RINGSTAND_BASIS_60MM.stl,147784,1465,2954,True,1,60.0,60.0,12.639474,
design/output/elegant_ringstand_module_v2/02_ELEGANTER_KLAPPRING_M3.stl,115984,1157,2318,True,1,59.949997,52.0,7.7,
design/output/elegant_ringstand_module_v2/03_VIER_HEX_HALTECLIPS_NOMINAL_9P34.stl,19284,200,384,True,4,29.5,29.279057,6.15,
design/output/elegant_ringstand_module_v2/04_CLIP_PASSFORM_9P26_9P34_9P42.stl,15584,161,310,True,3,43.5,13.279057,6.15,
design/output/elegant_ringstand_module_v2/05_EINZELCLIP_LEICHT_9P26.stl,5184,53,102,True,1,11.5,13.279057,6.15,
design/output/elegant_ringstand_module_v2/06_EINZELCLIP_NOMINAL_9P34.stl,5184,53,102,True,1,11.5,13.279057,6.15,
design/output/elegant_ringstand_module_v2/07_EINZELCLIP_FEST_9P42.stl,5184,53,102,True,1,11.5,13.279057,6.15,
design/output/elegant_ringstand_module_v2/NUR_VORSCHAU_NICHT_DRUCKEN/01_RING_EINGEKLAPPT.stl,263684,2622,5272,True,2,59.999998,60.0,12.639474,
design/output/elegant_ringstand_module_v2/NUR_VORSCHAU_NICHT_DRUCKEN/02_RING_AUFGEKLAPPT.stl,263684,2622,5272,True,2,65.269098,60.0,61.015728,
design/output/elegant_ringstand_module_v2/NUR_VORSCHAU_NICHT_DRUCKEN/03_RING_AN_V14_HANDYHAELFTE.stl,1261784,12447,25234,False,3,87.17458,155.199997,78.564568,
design/output/elegant_ringstand_module_v2/NUR_VORSCHAU_NICHT_DRUCKEN/04_CYBERDECK_MIT_RINGSTAND_AUF_TISCH.stl,1401784,13725,28034,False,4,158.956291,155.199997,90.15271,
design/output/kickstand_module_v1/01_V14_HEX_STANDFUSS_BASIS.stl,70684,696,1412,True,1,34.899998,54.099998,10.2,
design/output/kickstand_module_v1/02_KLAPPBUEGEL_M3.stl,94484,942,1888,True,1,81.300003,68.800003,8.2,
design/output/kickstand_module_v1/03_VIER_HEX_HALTECLIPS_NOMINAL_9P34.stl,19284,200,384,True,4,29.5,29.279057,6.15,
design/output/kickstand_module_v1/04_CLIP_PASSFORM_9P26_9P34_9P42.stl,15584,161,310,True,3,43.5,13.279057,6.15,
design/output/kickstand_module_v1/NUR_VORSCHAU_NICHT_DRUCKEN/01_STANDFUSS_EINGEKLAPPT.stl,165084,1638,3300,True,2,81.299999,68.799999,10.2,
design/output/kickstand_module_v1/NUR_VORSCHAU_NICHT_DRUCKEN/02_STANDFUSS_AUFGEKLAPPT_25GRAD.stl,165084,1638,3300,True,2,75.569447,68.799999,38.092819,
design/output/kickstand_module_v1/NUR_VORSCHAU_NICHT_DRUCKEN/03_MONTAGE_AN_V14_HANDYHAELFTE.stl,1163184,11463,23262,False,7,87.17458,155.199997,55.641659,
design/output/kickstand_module_v1/NUR_VORSCHAU_NICHT_DRUCKEN/04_CYBERDECK_MIT_STANDFUSS_AUF_TISCH.stl,1303184,12741,26062,False,8,146.029526,155.199997,90.15271,
design/output/powerbank_module_v1/01_POWERBANK_MODUL_90P70X64P49_HEX.stl,108884,1078,2176,True,1,75.800003,155.199997,19.41,
design/output/powerbank_module_v1/02_SECHS_HEX_KLICKSTIFTE_4P8MM.stl,39184,403,782,True,6,39.279999,25.715622,4.8,
design/output/powerbank_module_v1/02_SECHS_HEX_VERBINDUNGSSTIFTE.stl,78084,744,1560,True,6,39.220001,25.646339,5.3,
design/output/powerbank_module_v1/NICHT_DRUCKEN_MONTAGE_UNTER_CYBERDECK_VORSCHAU.stl,260584,2438,5210,False,3,87.17458,155.199997,36.958839,
design/output/powerbank_module_v1/NICHT_DRUCKEN_POWERBANK_PASSFORM_VORSCHAU.stl,120584,1196,2410,True,2,75.800003,155.199997,19.41,
design/output/sliding_powerbank_box_v2/01_V14_SCHIEBEBOX_POWERBANK_KABEL.stl,205084,2036,4100,True,1,75.800003,155.199997,22.0,
design/output/sliding_powerbank_box_v2/02_SCHIEBEDECKEL.stl,105884,1060,2116,True,1,75.800003,155.199997,8.8,
design/output/sliding_powerbank_box_v2/03_SECHS_VERSENKTE_HEX_HALTECLIPS.stl,29684,308,592,True,6,43.5,29.279057,5.65,
design/output/sliding_powerbank_box_v2/04_CLIP_PASSFORM_LEICHT_9P26.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v2/05_CLIP_PASSFORM_NOMINAL_9P34.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v2/06_CLIP_PASSFORM_FEST_9P42.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v2/NICHT_DRUCKEN_MONTAGE_UNTER_V14_VORSCHAU.stl,356784,3397,7134,False,3,87.17458,155.199997,39.54884,
design/output/sliding_powerbank_box_v2/NICHT_DRUCKEN_POWERBANK_IN_100MM_FACH_VORSCHAU.stl,216784,2155,4334,True,2,75.800003,155.199997,22.0,
design/output/sliding_powerbank_box_v3_100mm/01_V14_SCHIEBEBOX_POWERBANK_KABEL.stl,205084,2036,4100,True,1,75.800003,155.199997,22.0,
design/output/sliding_powerbank_box_v3_100mm/02_SCHIEBEDECKEL.stl,105884,1060,2116,True,1,75.800003,155.199997,8.8,
design/output/sliding_powerbank_box_v3_100mm/03_SECHS_VERSENKTE_HEX_HALTECLIPS.stl,29684,308,592,True,6,43.5,29.279057,5.65,
design/output/sliding_powerbank_box_v3_100mm/04_CLIP_PASSFORM_LEICHT_9P26.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v3_100mm/05_CLIP_PASSFORM_NOMINAL_9P34.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v3_100mm/06_CLIP_PASSFORM_FEST_9P42.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v3_100mm/NICHT_DRUCKEN_MONTAGE_UNTER_V14_VORSCHAU.stl,356884,3398,7136,False,3,87.17458,155.199997,39.54884,
design/output/sliding_powerbank_box_v3_100mm/NICHT_DRUCKEN_POWERBANK_100MM_IN_100MM_FACH_VORSCHAU.stl,216884,2156,4336,True,2,75.800003,155.199997,22.0,
design/output/sliding_powerbank_box_v4_100x76x16/01_V14_SCHIEBEBOX_POWERBANK_KABEL.stl,208984,2073,4178,True,1,82.890663,155.199997,22.0,
design/output/sliding_powerbank_box_v4_100x76x16/02_SCHIEBEDECKEL.stl,105884,1060,2116,True,1,82.890663,155.199997,8.8,
design/output/sliding_powerbank_box_v4_100x76x16/03_SECHS_VERSENKTE_HEX_HALTECLIPS.stl,29684,308,592,True,6,43.5,29.279057,5.65,
design/output/sliding_powerbank_box_v4_100x76x16/04_CLIP_PASSFORM_LEICHT_9P26.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v4_100x76x16/05_CLIP_PASSFORM_NOMINAL_9P34.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v4_100x76x16/06_CLIP_PASSFORM_FEST_9P42.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v4_100x76x16/NICHT_DRUCKEN_MONTAGE_UNTER_V14_VORSCHAU.stl,360684,3434,7212,False,3,90.71991,155.199997,39.54884,
design/output/sliding_powerbank_box_v4_100x76x16/NICHT_DRUCKEN_POWERBANK_100MM_IN_100MM_FACH_VORSCHAU.stl,220684,2192,4412,True,2,82.890663,155.199997,22.0,
design/output/sliding_powerbank_box_v5_ports/01_V14_SCHIEBEBOX_POWERBANK_KABEL.stl,186784,1851,3734,True,1,82.890663,155.199997,22.0,
design/output/sliding_powerbank_box_v5_ports/02_SCHIEBEDECKEL.stl,105884,1060,2116,True,1,82.890663,155.199997,8.8,
design/output/sliding_powerbank_box_v5_ports/03_SECHS_VERSENKTE_HEX_HALTECLIPS.stl,29684,308,592,True,6,43.5,29.279057,5.65,
design/output/sliding_powerbank_box_v5_ports/04_CLIP_PASSFORM_LEICHT_9P26.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v5_ports/05_CLIP_PASSFORM_NOMINAL_9P34.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v5_ports/06_CLIP_PASSFORM_FEST_9P42.stl,5184,53,102,True,1,11.5,13.279057,5.65,
design/output/sliding_powerbank_box_v5_ports/NICHT_DRUCKEN_MONTAGE_UNTER_V14_VORSCHAU.stl,338484,3212,6768,False,3,90.71991,155.199997,39.54884,
design/output/sliding_powerbank_box_v5_ports/NICHT_DRUCKEN_POWERBANK_100MM_IN_100MM_FACH_VORSCHAU.stl,198484,1970,3968,True,2,82.890663,155.199997,22.0,
